Accession,Strain_name,Year,Subtype,Host,Country,clade_global_phylogeny,general comments,tool_classification,"tool_mismatch (0=match, 999=noMatch)",clade_1A_MLsubset,match_1A_ML,clade_1B_MLsubset,match_1B_ML,clade_1C_MLsubset,match_1C_ML,clade_1A_MBsubset,match_1A_MB,clade_1B_MBsubset,match_1B_MB,clade_1C_MBsubset,match_1C_MB
KT715452,A/swine/France/OLI/1980,1980,H1N1,Swine,France,1C.1,,1C.1,0,,,,,1C.1,match,,,,,1C.1,match
KT715453,A/swine/Germany/2/1981,1981,H1N1,Swine,Germany,1C.1,,1C.1,0,,,,,1C.1,match,,,,,1C.1,match
KT715454,A/swine/Germany/S27/1981,1981,H1N1,Swine,Germany,1C.1,,1C.1,0,,,,,1C.1,match,,,,,1C.1,match
KT715456,A/swine/Marseille/2260/1980,1980,H1N1,Swine,France,1C.1,,1C.1,0,,,,,1C.1,match,,,,,1C.1,match
KT733589,A/swine/Minnesota/A01940042/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KT733592,A/swine/Iowa/A01940028/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,1B.2.2.1,match,,,,,1B.2.2.1,match,,
KT734976,A/swine/South_Dakota/A01746129/2015,2015,H1N2,Swine,USA,1B.2.2.2,,1B.2.2.2,0,,,,,,,,,,,,
KT734979,A/swine/South_Dakota/A01746305/2015,2015,H1N2,Swine,USA,1B.2.2.2,,1B.2.2.2,0,,,1B.2.2.2,match,,,,,1B.2.2.2,match,,
KT735003,A/swine/California/A01459047/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,1A.3.3.3,match,,,,,1A.3.3.3,match,,,,
KT735031,A/swine/Indiana/A01260943/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KT750755,A/swine/Illinois/A01770245/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT750764,A/swine/North_Carolina/A02025522/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,1B.2.1,match,,,,,1B.2.1,match,,
KT750767,A/swine/Iowa/A01769483/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KT750773,A/swine/North_Carolina/A01770259/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,1B.2.1,match,,,,,1B.2.1,match,,
KT750782,A/swine/North_Carolina/A02076944/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,1B.2.1,match,,,,,1B.2.1,match,,
KT750788,A/swine/North_Carolina/A01769148/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT750791,A/swine/North_Carolina/A02076945/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,1B.2.1,match,,,,,1B.2.1,match,,
KT750794,A/swine/North_Carolina/A01770255/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KT750797,A/swine/North_Carolina/A02025520/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,1A.3.3.3,match,,,,,,,,,,
KT767603,A/swine/Oklahoma/A02025582/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KT767613,A/swine/North_Carolina/A02025585/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,1B.2.1,match,,,,,1B.2.1,match,,
KT767616,A/swine/Iowa/A02025591/2015,2015,H1N2,Swine,USA,1B.2.2.2,,1B.2.2.2,0,,,1B.2.2.2,match,,,,,1B.2.2.2,match,,
KT767619,A/swine/Iowa/A02025555/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT767631,A/swine/North_Carolina/A02025581/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KT767634,A/swine/Iowa/A02025552/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,1A.3.3.3,match,,,,,,,,,,
KT767637,A/swine/Oklahoma/A01770387/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,1B.2.2.1,match,,,,,1B.2.2.1,match,,
KT767640,A/swine/Illinois/A01769612/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,1B.2.2.1,match,,,,,1B.2.2.1,match,,
KT767643,A/swine/Iowa/A02025573/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KT803101,A/swine/Iowa/A02076955/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,1A.3.3.3,match,,,,,,,,,,
KT803114,A/swine/North_Carolina/A01770469/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,1A.3.3.3,match,,,,,1A.3.3.3,match,,,,
KT803120,A/swine/Iowa/A02076952/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT803126,A/swine/North_Carolina/A02025667/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,1A.3.3.3,match,,,,,1A.3.3.3,match,,,,
KT803129,A/swine/North_Carolina/A02025643/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,1B.2.1,match,,,,,1B.2.1,match,,
KT803132,A/swine/North_Carolina/A02025672/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,1A.3.3.3,match,,,,,,,,,,
KT803135,A/swine/South_Dakota/A01746396/2015,2015,H1N2,Swine,USA,1B.2.2.2,,1B.2.2.2,0,,,1B.2.2.2,match,,,,,1B.2.2.2,match,,
KT803999,A/swine/Indiana/A01260933/2015,2015,H1N2,Swine,USA,1A.3.3.3,,1A.3.3.3,0,1A.3.3.3,match,,,,,1A.3.3.3,match,,,,
KT804015,A/swine/Indiana/A01260948/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,1B.2.1,match,,,,,1B.2.1,match,,
KT825076,A/swine/North_Carolina/A01857104/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,1B.2.1,match,,,,,1B.2.1,match,,
KT825082,A/swine/North_Carolina/A01857099/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KT825085,A/swine/North_Carolina/A01770964/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,1B.2.1,match,,,,,1B.2.1,match,,
KT825088,A/swine/Arkansas/A01770795/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KT825091,A/swine/North_Carolina/A02025845/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,1B.2.1,match,,,,,1B.2.1,match,,
KT825097,A/swine/Iowa/A02025827/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,1B.2.2.1,match,,,,,1B.2.2.1,match,,
KT825100,A/swine/North_Carolina/A02025765/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT825103,A/swine/Oklahoma/A01857063/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KT825114,A/swine/North_Carolina/A02025869/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KT825120,A/swine/North_Carolina/A02025840/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KT825123,A/swine/Iowa/A01770929/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,1B.2.2.1,match,,,,,1B.2.2.1,match,,
KT825126,A/swine/North_Carolina/A01770961/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KT825129,A/swine/Iowa/A02076969/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT827895,A/swine/Kentucky/14TOSU23804/2014,2014,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,1A.3.3.3,match,,,,,1A.3.3.3,match,,,,
KT827897,A/swine/Indiana/14TOSU0454/2014,2014,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT827911,A/swine/Ohio/14TOSU23764/2014,2014,H1N2,Swine,USA,1B.2.2.2,,1B.2.2.2,0,,,,,,,,,,,,
KT827949,A/swine/Indiana/14TOSU0442/2014,2014,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT828003,A/swine/Ohio/14TOSU23771/2014,2014,H1N2,Swine,USA,1B.2.2.2,,1B.2.2.2,0,,,,,,,,,,,,
KT828105,A/swine/Indiana/14TOSU0028/2014,2014,H1N2,Swine,USA,1B.2.2.2,,1B.2.2.2,0,,,1B.2.2.2,match,,,,,1B.2.2.2,match,,
KT828174,A/swine/Indiana/14TOSU0402/2014,2014,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT828203,A/swine/Indiana/14TOSU0197/2014,2014,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,1A.3.3.3,match,,,,,,,,,,
KT828211,A/swine/Kentucky/14TOSU23973/2014,2014,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,1A.3.3.3,match,,,,,1A.3.3.3,match,,,,
KT828298,A/swine/Indiana/14TOSU3387/2014,2014,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,1A.3.3.3,match,,,,,,,,,,
KT828328,A/swine/Iowa/14TOSU10638/2014,2014,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,1A.3.3.3,match,,,,,1A.3.3.3,match,,,,
KT867226,A/swine/Indiana/A01944001/2015,2015,H1N1,Swine,USA,1A.3.3.2,,1A.3.3.2,0,1A.3.3.2,match,,,,,1A.3.3.2,match,,,,
KT867229,A/swine/North_Carolina/A01857214/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KT867232,A/swine/Iowa/A02076974/2015,2015,H1N2,Swine,USA,1B.2.2.2,,1B.2.2.2,0,,,,,,,,,,,,
KT867241,A/swine/North_Carolina/A01945041/2015,2015,H1N1,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KT867247,A/swine/North_Carolina/A02025967/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,1B.2.1,match,,,,,1B.2.1,match,,
KT867253,A/swine/Indiana/A02025965/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,1B.2.2.1,match,,,,,1B.2.2.1,match,,
KT873323,A/swine/Argentina/CIP112_C59P/2014,2014,H1N1,Swine,Argentina,1A.3.3.2,,1A.3.3.2,0,,,,,,,,,,,,
KT873326,A/swine/Argentina/CIP112_C40P6/2014,2014,H1N1,Swine,Argentina,1A.3.3.2,,1A.3.3.2,0,,,,,,,,,,,,
KT873329,A/swine/Argentina/CIP114_C37/2014,2014,H1N1,Swine,Argentina,1A.3.3.2,,1A.3.3.2,0,,,,,,,,,,,,
KT873335,A/swine/Argentina/CIP051_ElTrebol/2011,2011,H1N1,Swine,Argentina,1A.3.3.2,,1A.3.3.2,0,,,,,,,,,,,,
KT873338,A/swine/Argentina/CIP051_A23407/2012,2012,H1N1,Swine,Argentina,1A.3.3.2,,1A.3.3.2,0,,,,,,,,,,,,
KT873341,A/swine/Argentina/CIP051_C14A1/2013,2013,H1N1,Swine,Argentina,1A.3.3.2,,1A.3.3.2,0,,,,,,,,,,,,
KT877159,A/swine/Illinois/A02090643/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,1A.3.3.3,match,,,,,1A.3.3.3,match,,,,
KT877169,A/swine/Iowa/A01940296/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,1A.3.3.3,match,,,,,,,,,,
KT889309,A/swine/Iowa/A01795080/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KT889312,A/swine/Illinois/A01945130/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,1B.2.2.1,match,,,,,1B.2.2.1,match,,
KT889315,A/swine/North_Carolina/A01944052/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,1B.2.1,match,,,,,1B.2.1,match,,
KT889324,A/swine/Illinois/A01945165/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,1B.2.2.1,match,,,,,1B.2.2.1,match,,
KT889330,A/swine/Missouri/A01945149/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,1A.3.3.3,match,,,,,,,,,,
KT889336,A/swine/North_Carolina/A01795090/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KT889339,A/swine/Iowa/A01795087/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT889342,A/swine/North_Carolina/A01945113/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,1B.2.1,match,,,,,1B.2.1,match,,
KT889348,A/swine/North_Carolina/A01945079/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT889351,A/swine/North_Carolina/A01795104/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT924260,A/Iran/12/2014,2014,H1N1,Human,Iran,Other-Human,Human-Sw1B.1-like,Other-Human,0,,,,,,,,,,,,
KT924261,A/Iran/18/2014,2014,H1N1,Human,Iran,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
KT924274,A/swine/Iowa/A01795227/2015,2015,H1N2,Swine,USA,1B.2.2.2,,1B.2.2.2,0,,,,,,,,,,,,
KT924277,A/swine/North_Carolina/A01945329/2015,2015,H1N2,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT924280,A/swine/Illinois/A01945293/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KT924283,A/swine/Iowa/A01944123/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT924286,A/swine/Illinois/A01795259/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,1B.2.2.1,match,,,,,1B.2.2.1,match,,
KT924289,A/swine/North_Carolina/A01945307/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT936548,A/swine/Minnesota/A01940684/2014,2014,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KT936555,A/swine/Minnesota/A01746595/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT943587,A/swine/North_Carolina/120138/2014,2014,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT952009,A/swine/Minnesota/A01940683/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KT952012,A/swine/Nebraska/A01940577/2015,2015,H1N2,Swine,USA,1A.2,,1A.2,0,,,,,,,,,,,,
KT952015,A/swine/Minnesota/A01940686/2015,2015,H1N2,Swine,USA,1B.2.2.2,,1B.2.2.2,0,,,,,,,,,,,,
KT965349,A/swine/Indiana/A01260972/2015,2015,H1N1,Swine,USA,1A.3.3.2,,1A.3.3.2,0,1A.3.3.2,match,,,,,1A.3.3.2,match,,,,
KT965362,A/swine/Indiana/A01945254/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,1B.2.1,match,,,,,1B.2.1,match,,
KT965365,A/swine/North_Carolina/A01944409/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,1B.2.1,match,,,,,1B.2.1,match,,
KT965371,A/swine/Oklahoma/A01944447/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KT965374,A/swine/North_Carolina/A01945368/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KT965381,A/swine/North_Carolina/A01857538/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT965384,A/swine/North_Carolina/A01945422/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT965387,A/swine/North_Carolina/A01944294/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KT965393,A/swine/Oklahoma/A01944302/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,1A.3.3.3,match,,,,,,,,,,
KT965399,A/swine/Illinois/A01945208/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KT965402,A/swine/Iowa/A01795303/2015,2015,H1N2,Swine,USA,1A.1.1,,1A.1.1,0,1A.1.1,match,,,,,1A.1.1,match,,,,
KT965405,A/swine/North_Carolina/A01945277/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,1A.3.3.3,match,,,,,,,,,,
KT965411,A/swine/Indiana/A01945405/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,1B.2.2.1,match,,,,,1B.2.2.1,match,,
KT965414,A/swine/Iowa/A01857704/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,1B.2.2.1,match,,,,,1B.2.2.1,match,,
KT965417,A/swine/Iowa/A01945370/2015,2015,H1N2,Swine,USA,1B.2.2.2,,1B.2.2.2,0,,,1B.2.2.2,match,,,,,1B.2.2.2,match,,
KT965423,A/swine/Pennsylvania/A01944215/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KT965426,A/swine/Indiana/A01945616/2015,2015,H1N2,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT965435,A/swine/Minnesota/A01944135/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,1A.3.3.3,match,,,,,,,,,,
KT984982,A/swine/Minnesota/A01746892/2015,2015,H1N2,Swine,USA,1A.1.1,,1A.1.1,0,,,,,,,,,,,,
KT995489,A/swine/Illinois/A01857744/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT995492,A/swine/Iowa/A01795376/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KT995498,A/swine/North_Carolina/A01945525/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,1B.2.1,match,,,,,1B.2.1,match,,
KT995506,A/swine/North_Carolina/A01795377/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KT995509,A/swine/Illinois/A01945555/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,1B.2.2.1,match,,,,,1B.2.2.1,match,,
KT995512,A/swine/Oklahoma/A01944545/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,1B.2.2.1,match,,,,,1B.2.2.1,match,,
KT995515,A/swine/North_Carolina/A01945603/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KT995518,A/swine/Missouri/A01795229/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT995521,A/swine/North_Carolina/A01945490/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KT995524,A/swine/North_Carolina/A01945472/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KT995527,A/swine/North_Carolina/A01945598/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,1B.2.1,match,,,,,1B.2.1,match,,
KU042888,A/swine/Iowa/A01746958/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KU050705,A/swine/South_Dakota/A01747107/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KU143251,A/wild_bird/Wuhan/WHHN16/2014,2014,H1N1,Bird,China,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
KU143252,A/wild_bird/Wuhan/WHHN58/2014,2014,H1N1,Bird,China,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
KU143595,A/swine/South_Dakota/A01746932/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KU143601,A/swine/Minnesota/A01940938/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU143607,A/swine/Minnesota/A01940819/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KU143610,A/swine/Indiana/A01945744/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KU143613,A/swine/North_Carolina/A01857751/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KU143616,A/swine/Iowa/A01795438/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KU143622,A/swine/Iowa/A01795483/2015,2015,H1N2,Swine,USA,1A.2,,1A.2,0,,,,,,,,,,,,
KU143625,A/swine/Iowa/A01945639/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KU143628,A/swine/Iowa/A01795480/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU143631,A/swine/North_Carolina/A01945652/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KU143634,A/swine/Indiana/A01945739/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KU143640,A/swine/Minnesota/A01945589/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU143643,A/swine/Indiana/A01857868/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU143649,A/swine/Iowa/A01945675/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU143655,A/swine/North_Carolina/A01945748/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KU143658,A/swine/Illinois/A01945741/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KU143664,A/swine/North_Carolina/A01945861/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KU143667,A/swine/North_Carolina/A01945756/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU143680,A/swine/North_Carolina/A01795443/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU160681,A/swine/Nebraska/A01944792/2015,2015,H1N2,Swine,USA,1B.2.2.2,,1B.2.2.2,0,,,,,,,,,,,,
KU160696,A/swine/Iowa/A01857978/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU160707,A/swine/North_Carolina/A01945659/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU160710,A/swine/North_Carolina/A01945817/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU160720,A/swine/Iowa/A01945863/2015,2015,H1N2,Swine,USA,1B.2.2.2,,1B.2.2.2,0,,,,,,,,,,,,
KU160723,A/swine/Indiana/A01945792/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU160726,A/swine/Illinois/A01945894/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU160729,A/swine/Illinois/A01944807/2015,2015,H1N2,Swine,USA,1B.2.2.2,,1B.2.2.2,0,,,,,,,,,,,,
KU160732,A/swine/Iowa/A01857964/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU160735,A/swine/Illinois/A01795486/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KU160738,A/swine/North_Carolina/A01945801/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU160744,A/swine/Oklahoma/A01857957/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KU160747,A/swine/Minnesota/A01795487/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU160750,A/swine/North_Carolina/A01945825/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KU160757,A/swine/Iowa/A01944800/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KU160784,A/swine/Indiana/A01260998/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU160792,A/swine/Indiana/A01812000/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU171019,A/swine/Illinois/A01749160/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KU171034,A/swine/Ilinois/A01749128/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KU173887,A/swine/Iowa/A01944841/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU173890,A/swine/Iowa/A01944834/2015,2015,H1N2,Swine,USA,1B.2.2.1,,1B.2.2.1,0,,,,,,,,,,,,
KU173893,A/swine/North_Carolina/A01795710/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU173896,A/swine/North_Carolina/A01795722/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU173904,A/swine/North_Carolina/A01944891/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU173910,A/swine/Arkansas/A01797068/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU173913,A/swine/North_Carolina/A01798080/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU173919,A/swine/North_Carolina/A01857988/2015,2015,H1N2,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
KU173925,A/swine/Indiana/A01945958/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
KU173928,A/swine/Illinois/A01944880/2015,2015,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
